account_id,account_name,industry,country,referral_source,plan_tier,seats,is_trial,tenure_days,current_mrr,current_arr,active_seats,total_usage_count,ticket_count,avg_satisfaction,escalation_rate,has_upgraded,has_downgraded,churn_target
A-9c18c4,Company_481,HealthTech,US,ads,Pro,11,False,431,11853.0,142236.0,98.0,469,3.0,5.0,0.0,True,False,0
A-cc8c8f,Company_482,DevTools,US,ads,Enterprise,23,False,106,6009.0,72108.0,51.0,239,2.0,3.5,0.0,True,False,0
A-5f7781,Company_483,DevTools,US,other,Pro,22,False,41,4796.0,57552.0,129.0,169,2.0,4.0,0.0,True,False,1
A-e1b9cd,Company_484,DevTools,US,event,Pro,40,False,582,24402.0,292824.0,538.0,804,1.0,3.0,0.0,False,True,1
A-ac85cd,Company_485,EdTech,US,partner,Enterprise,53,False,61,4611.0,55332.0,159.0,527,3.0,3.5,0.0,False,False,1
A-d792a6,Company_486,DevTools,US,organic,Enterprise,4,False,616,10019.0,120228.0,211.0,598,3.0,4.0,0.0,True,True,0
A-ac9111,Company_487,HealthTech,US,event,Pro,21,True,415,14483.0,173796.0,253.0,710,3.0,5.0,0.0,False,True,0
A-9f0b68,Company_489,EdTech,US,ads,Basic,10,False,155,15629.0,187548.0,131.0,663,2.0,3.0,0.0,False,False,1
A-ccb686,Company_491,DevTools,US,other,Basic,10,False,252,17921.0,215052.0,225.0,560,1.0,4.0,0.0,True,True,1
A-0e966d,Company_493,FinTech,IN,ads,Basic,11,False,97,5632.0,67584.0,113.0,517,2.0,5.0,0.5,False,False,0
A-b9f5b1,Company_494,Cybersecurity,US,other,Pro,15,True,615,4087.0,49044.0,130.0,260,5.0,3.2,0.2,False,False,0
A-8ae3fc,Company_495,DevTools,CA,ads,Pro,9,False,94,3896.0,46752.0,104.0,349,4.0,3.5,0.0,False,False,0
A-55f257,Company_496,FinTech,US,organic,Basic,9,False,284,12137.0,145644.0,188.0,364,6.0,5.0,0.0,True,False,0
A-712533,Company_498,EdTech,US,organic,Pro,18,False,427,9268.0,111216.0,175.0,480,3.0,3.6666666666666665,0.0,False,False,0
A-781cc0,Company_499,EdTech,US,organic,Pro,12,False,26,10426.0,125112.0,94.0,719,3.0,4.0,0.0,True,False,1
