account_id,account_name,plan_tier,current_mrr,current_arr,churn_probability,revenue_at_risk,priority,recommended_action,avg_satisfaction,ticket_count,escalation_rate,total_usage_count,has_upgraded,has_downgraded
A-558c72,Company_438,Basic,6048.0,72576.0,0.05864847620180048,354.7059840684893,Low,Proactive retention outreach,4.5,4.0,0.25,246,True,False
A-b11cd0,Company_439,Pro,4312.0,51744.0,0.06264866389424038,270.14103871196454,Low,Proactive retention outreach,5.0,3.0,0.0,259,False,False
A-7f4db3,Company_441,Pro,17722.0,212664.0,0.26225968207774764,4647.766085781844,Low,Proactive retention outreach,3.25,5.0,0.2,693,False,False
A-cc102e,Company_443,Enterprise,3718.0,44616.0,0.4917533165240423,1828.3388308363892,Medium,Proactive retention outreach,4.0,3.0,0.0,333,False,False
A-dec005,Company_445,Pro,19599.0,235188.0,0.22183559412297588,4347.755809216204,Low,Customer satisfaction outreach,3.0,2.0,0.0,377,False,False
A-7c83a1,Company_447,Pro,14511.0,174132.0,0.39398730517433606,5717.14978538479,Medium,Proactive retention outreach,4.0,4.0,0.0,550,False,False
A-297a2d,Company_448,Pro,9000.0,108000.0,0.1648984226290648,1484.0858036615832,Low,Customer satisfaction outreach,3.0,2.0,0.0,223,True,False
A-4c56c9,Company_449,Enterprise,20783.0,249396.0,0.4049058026113099,8415.157295670853,High,Proactive retention outreach,4.0,4.0,0.0,535,False,False
A-cbbe12,Company_450,Enterprise,4361.0,52332.0,0.1836069063609678,800.7097186401805,Low,Account retention review,4.25,6.0,0.0,162,True,True
A-4a267b,Company_451,Pro,13671.0,164052.0,0.3786896435709428,5177.06611725836,Medium,Proactive retention outreach,4.333333333333333,4.0,0.0,420,False,False
A-bcbe98,Company_452,Enterprise,6256.0,75072.0,0.7317547815323049,4577.8579132661,High,Account retention review,4.0,7.0,0.1428571428571428,499,True,True
A-427b69,Company_453,Basic,6056.0,72672.0,0.5371964995363355,3253.262001192048,High,Customer satisfaction outreach,3.0,2.0,0.0,619,False,False
A-054577,Company_455,Basic,23577.0,282924.0,0.45623227750921136,10756.588406834677,High,Account retention review,4.0,1.0,0.0,733,True,True
A-bc87bc,Company_456,Pro,342.0,4104.0,0.47379508209583737,162.03791807677638,Medium,Proactive retention outreach,3.5,5.0,0.0,325,False,False
A-e7beab,Company_458,Enterprise,4982.0,59784.0,0.2893408102652205,1441.4959167413285,Low,Proactive retention outreach,4.0,6.0,0.0,356,False,False
A-a09355,Company_459,Basic,6971.0,83652.0,0.5229724739255125,3645.6411157347475,High,Proactive retention outreach,4.0,5.0,0.0,673,False,False
A-31ab9a,Company_460,Pro,4459.0,53508.0,0.3598759651134476,1604.6869284408629,Medium,Proactive retention outreach,3.6666666666666665,6.0,0.0,311,False,False
A-0158bb,Company_461,Basic,836.0,10032.0,0.3057991164632096,255.64806136324324,Medium,Customer satisfaction outreach,3.0,1.0,0.0,339,False,False
A-f19b24,Company_462,Pro,1972.0,23664.0,0.019002696875555128,37.473318238594715,Low,Priority support intervention,4.0,2.0,0.5,82,False,False
A-798a3f,Company_463,Enterprise,10976.0,131712.0,0.313352910627371,3439.3615470460236,Medium,Proactive retention outreach,4.0,4.0,0.0,308,True,False
A-42b791,Company_464,Pro,1421.0,17052.0,0.274782544240468,390.465995365705,Low,Proactive retention outreach,4.0,3.0,0.0,277,False,False
A-068fc6,Company_465,Enterprise,19740.0,236880.0,0.19709144347378582,3890.585094172532,Low,Proactive retention outreach,4.333333333333333,5.0,0.0,525,True,False
A-6f50ae,Company_466,Pro,19046.0,228552.0,0.3398720435279507,6473.202941033349,Medium,Account retention review,5.0,2.0,0.0,691,False,True
A-a2485e,Company_467,Pro,4370.0,52440.0,0.26567698533674405,1161.0084259215714,Low,Account retention review,,0.0,0.0,267,False,True
A-bb1eaa,Company_468,Basic,9156.0,109872.0,0.17874151992412557,1636.5573564252936,Low,Account retention review,4.5,6.0,0.0,135,False,True
A-cc98bc,Company_469,Basic,19999.0,239988.0,0.1055011873456715,2109.9182457260845,Low,Proactive retention outreach,4.0,3.0,0.0,456,True,False
A-d77f4c,Company_470,Pro,42455.0,509460.0,0.15791382136925866,6704.231286231877,Low,Account retention review,4.0,2.0,0.0,563,True,True
A-ccabf0,Company_471,Pro,22379.0,268548.0,0.3987227900510637,8923.017318552755,High,Account retention review,3.6666666666666665,4.0,0.0,430,False,True
A-4a4c2d,Company_473,Enterprise,29268.0,351216.0,0.24283025766440103,7107.155981321689,Low,Account retention review,4.0,4.0,0.0,533,True,True
A-b7ef83,Company_474,Pro,16186.0,194232.0,0.40167878864659556,6501.572873033796,Medium,Proactive retention outreach,4.0,1.0,0.0,645,True,False
A-e08cd3,Company_475,Pro,3283.0,39396.0,0.5131824526531861,1684.7779920604098,High,Proactive retention outreach,4.0,6.0,0.0,360,False,False
A-19b2c8,Company_476,Pro,22723.0,272676.0,0.24121407471618847,5481.107419775951,Low,Proactive retention outreach,4.666666666666667,3.0,0.0,513,True,False
A-970c97,Company_477,Enterprise,11830.0,141960.0,0.42841630005999615,5068.1648297097545,Medium,Account retention review,5.0,1.0,0.0,366,False,True
A-6dee43,Company_478,Basic,22770.0,273240.0,0.11464075850169851,2610.370071083675,Low,Proactive retention outreach,4.333333333333333,4.0,0.0,437,True,False
A-5ed98d,Company_479,Basic,11904.0,142848.0,0.24027247024070392,2860.2034857453395,Low,Proactive retention outreach,5.0,5.0,0.0,239,False,False
A-c58f49,Company_480,Enterprise,15260.0,183120.0,0.2395512225519856,3655.5516561433005,Low,Priority support intervention,5.0,3.0,0.3333333333333333,319,False,False
A-9c18c4,Company_481,Pro,11853.0,142236.0,0.20689781970692692,2452.3598569862047,Low,Proactive retention outreach,5.0,3.0,0.0,469,True,False
A-cc8c8f,Company_482,Enterprise,6009.0,72108.0,0.4773778539107229,2868.563524149534,Medium,Proactive retention outreach,3.5,2.0,0.0,239,True,False
A-5f7781,Company_483,Pro,4796.0,57552.0,0.3627048497744652,1739.5324595183351,Medium,Product adoption outreach,4.0,2.0,0.0,169,True,False
A-e1b9cd,Company_484,Pro,24402.0,292824.0,0.26461666236690784,6457.175795077285,Low,Customer satisfaction outreach,3.0,1.0,0.0,804,False,True
A-ac85cd,Company_485,Enterprise,4611.0,55332.0,0.6238638894611559,2876.63639430539,High,Proactive retention outreach,3.5,3.0,0.0,527,False,False
A-d792a6,Company_486,Enterprise,10019.0,120228.0,0.2996821097509091,3002.515057594358,Low,Account retention review,4.0,3.0,0.0,598,True,True
A-ac9111,Company_487,Pro,14483.0,173796.0,0.26014597500306225,3767.6941559693505,Low,Account retention review,5.0,3.0,0.0,710,False,True
A-9f0b68,Company_489,Basic,15629.0,187548.0,0.33681967933095125,5264.154768263437,Medium,Customer satisfaction outreach,3.0,2.0,0.0,663,False,False
A-ccb686,Company_491,Basic,17921.0,215052.0,0.3002448519422185,5380.687991656498,Medium,Account retention review,4.0,1.0,0.0,560,True,True
A-0e966d,Company_493,Basic,5632.0,67584.0,0.40013600717443315,2253.5659924064075,Medium,Priority support intervention,5.0,2.0,0.5,517,False,False
A-b9f5b1,Company_494,Pro,4087.0,49044.0,0.06587423798263449,269.22801063502715,Low,Proactive retention outreach,3.2,5.0,0.2,260,False,False
A-8ae3fc,Company_495,Pro,3896.0,46752.0,0.5695290624244402,2218.8852272056192,High,Proactive retention outreach,3.5,4.0,0.0,349,False,False
A-55f257,Company_496,Basic,12137.0,145644.0,0.14453823191395893,1754.2605207397194,Low,Proactive retention outreach,5.0,6.0,0.0,364,True,False
A-712533,Company_498,Pro,9268.0,111216.0,0.1586933197713382,1470.7696876407624,Low,Proactive retention outreach,3.6666666666666665,3.0,0.0,480,False,False
A-781cc0,Company_499,Pro,10426.0,125112.0,0.5509714138723897,5744.427961033535,High,Proactive retention outreach,4.0,3.0,0.0,719,True,False
